,0,1,2,3,4,5,6,7
22,1.9537232,-1.214792,0.97905374,-2.203788,2.0236387,0.2843895,0.25185108,-0.9874557
23,2.9196131,0.53559035,-0.88766026,0.4073757,0.38274103,1.5143918,-0.8520384,0.47290996
24,0.026716761,0.42518276,-0.95787466,0.49470294,-1.3182498,-0.5010278,-0.42653197,-0.1801355
25,1.2363098,-0.5804702,0.47456592,-1.2686565,0.5996071,0.7138447,1.314473,0.11952703
26,-0.101851106,1.8205898,0.18821856,-0.84854513,-0.31485385,-0.4953965,0.5624054,-0.3247087
27,0.393993,-1.3340241,-0.37044948,0.6318576,1.6935458,0.6397846,0.016206698,-1.4817125
28,0.22748664,0.28990728,0.5696794,0.9697793,0.18831256,-0.23746705,-0.3965972,-0.8974565
29,-0.1513743,-0.22521406,1.0783634,-0.7361375,-0.3278928,-1.088499,-2.1379309,-0.020076275
30,-0.4354884,0.9884427,-1.1584848,0.31252766,0.7621504,-0.26976648,0.3751051,-0.2886036
31,-0.05235815,-0.71091276,0.39744198,-0.93441236,1.3310518,-0.42812455,-0.57376593,-0.5101516
32,0.91738904,-1.6417547,-1.8245672,-0.21790476,1.0697086,0.47350633,0.29699045,1.725348
33,0.53624046,-1.6034465,0.6511067,-1.7731488,-1.1136717,-1.5701535,0.55072135,0.4751749
34,1.1777327,1.3509642,1.3713157,-0.97609437,0.21953313,-0.14327183,0.23532063,-1.2250661
35,-0.18333772,0.05591446,1.7179875,-1.1673023,0.16553378,0.7029503,-0.14189628,1.1406262
36,1.2918472,-1.1954877,-0.82553554,-1.1118572,0.063008115,1.5047913,0.6525124,-0.655115
37,0.81624824,0.5473503,-0.97308725,-0.5676055,-1.6858418,-0.9442717,-0.6303515,-0.7792383
38,1.6436869,0.12951371,-1.030453,-0.73704505,-0.42967469,1.2387342,0.80084425,-0.64509887
39,-0.28899044,-1.1340363,-0.62724775,-1.3494642,0.5778253,1.1076692,-0.6307822,0.16563882
40,0.006287381,0.70754445,0.12503363,0.40959388,-0.62628675,-1.361618,1.5238833,1.1141388
41,-0.6296046,-0.6403011,-0.037217762,-0.93581134,-0.87127566,0.88605714,0.15542544,-0.008429684
42,-0.8075131,0.16579989,-0.878376,0.18674284,-0.516355,0.44990566,-1.9936887,0.8416409
43,-1.1972424,1.5456709,-0.5675199,1.832607,-0.004020661,-0.17582408,0.44934887,-0.30540773
44,-1.1320975,0.1037003,-0.31591827,1.5820944,2.050827,1.2954333,1.4437183,0.53003716
45,-0.49346083,-0.88088036,-0.3340876,0.04907976,0.869728,0.60357064,0.9281028,-1.9520657
46,1.0575659,0.81393844,-1.9299675,0.058134086,1.6004156,-0.5522308,-0.616921,0.62798935
47,0.79732364,1.8339316,-1.5731578,-1.4650677,2.0552652,-0.55518955,-0.21882068,0.9703056
48,0.69610345,-0.06445105,-0.39226967,0.8703991,-0.8589846,1.0924197,0.098495595,-1.3030685
49,1.8987856,0.10762959,0.5368855,-0.55061007,-1.1588374,3.0305831,-0.14362465,0.6397261
50,-0.59988105,-0.56823325,0.68297446,1.1424898,-1.4571474,-0.869272,0.2455112,-0.67360306
51,0.93616474,-0.73357344,-0.4328953,-0.86112374,0.040618807,0.5955696,-0.14488968,-0.11088595
52,-1.354012,0.47529882,-0.50733614,-1.7577139,0.45677704,-0.106768906,-1.4551109,-1.2499561
53,0.5505063,-0.27417547,0.48780543,-0.09235701,1.5488045,-0.29762155,0.59917814,0.72928107
54,-0.83789134,0.9076105,-1.5952882,1.0611318,0.15315764,0.6344061,0.53085977,-0.4245882
55,0.065098494,-0.79399437,0.16157156,0.40839687,0.30210474,-0.082301915,0.6126954,-1.1973206
56,-0.35956323,0.48823762,-0.34557164,0.9888486,-0.25358236,-1.1107795,0.5530225,-0.10892269
57,-1.4274147,-0.16377395,-1.4844487,0.53840804,-0.8131228,0.0806338,-0.09873651,-1.3362807
58,-1.245192,1.8695873,-0.21559747,0.3544201,-1.6737659,1.3894176,0.5412363,0.0055006146
59,-0.37438142,0.038814846,-1.3418189,-0.03143496,0.30717468,-0.6971322,1.4883146,-0.6255076
60,-0.6433883,-0.02290685,1.1748397,-0.6564552,1.2806675,0.04422685,-1.4713231,-1.9563526
61,1.7148408,0.39831507,0.0796172,-0.5339788,-0.3356191,1.2153755,-1.1363522,-0.9948382
62,1.5688778,1.4477779,-0.08878331,-0.9314283,0.022489373,-0.15725899,1.0583279,0.6112488
63,-1.8623562,0.45873475,-1.2536416,0.13854316,0.18339688,-1.446436,0.6916076,1.1201144
64,-0.21226607,0.9911335,1.7631171,2.3236234,0.7693298,0.06292854,0.11023022,-1.1851707
65,-0.29868728,-0.18360254,-0.48379198,0.45876104,1.0649153,-0.17272064,1.002505,0.9113608
66,1.7734966,0.430363,-0.50845796,0.075278014,-1.0089574,0.902939,0.4793005,-0.30288678
67,1.7124163,-0.814026,-0.14794236,-0.7364347,1.2944913,0.65007865,-0.34307134,0.5446312
68,0.26205662,-0.6039507,1.946554,-0.02634161,1.3955792,-0.31312096,-0.20863739,-1.217848
69,-1.0157344,1.6143817,-0.5403399,0.34997383,-1.2456803,-0.7713388,0.43368027,-1.4585787
70,0.56986433,-0.34107363,0.50382745,0.77096176,-0.7428695,0.23137689,0.10851607,1.0081645
71,0.8103399,0.047068305,2.520649,0.6825759,0.045697615,-0.74126136,0.7004508,0.7485405
72,-0.6643053,1.315466,-1.8684603,-0.81309754,1.6955385,-0.11751895,-0.22508791,-0.30068922
73,1.2212116,1.2446424,0.279246,0.11403971,-0.50348514,-0.7479626,0.23181942,0.28019547
74,0.26190805,-2.3011837,0.0033961684,-0.6969305,0.21911813,0.39526385,0.33304662,1.5362478
75,0.31698075,-0.08602463,-0.37701368,-0.7338142,-0.1130649,-0.43108246,0.05440969,1.3252938
76,-0.03636068,0.64386314,0.14978388,-0.9181481,-0.6400928,-0.34645805,-0.35171658,-0.6255721
77,0.36283803,-1.0350845,-0.95818686,0.23256811,-0.10294469,-0.2037921,-0.40224183,-0.8119658
78,-0.8182683,0.2047231,0.10479284,1.4163302,0.17813966,0.96543825,0.30781797,0.055501513
79,0.9836829,-1.101125,-0.1392664,-1.463402,2.2043848,1.3006743,0.053888135,-0.24758133
80,1.5187215,1.0637425,-0.5100575,-0.30003086,-0.8699797,-0.7258026,0.19293854,1.0567989
81,0.73785007,-0.4570962,0.30430862,1.3669851,0.85828906,0.26079583,-0.26541117,0.51472723
82,-1.0459771,-1.6435552,0.5818778,-1.3672562,-1.0229386,-0.6938468,0.29232866,0.20813842
83,0.72673965,-1.2302179,-1.3928261,0.010321587,0.37093425,-0.071951225,-1.8859634,0.25400993
84,-1.8784246,1.282165,0.08794157,0.58337164,-1.3143841,0.39871132,0.38843244,0.6629231
85,1.0644203,-0.44473106,-0.12338151,-1.5424075,-0.31429186,-1.400944,-0.6422486,0.61481553
86,1.8054104,-0.6696329,-2.531368,1.4395524,0.71941924,-0.3441711,0.64706063,-0.4611979
87,-1.1953665,0.26297933,-0.854403,-0.79346275,-0.10277597,-1.5958942,-1.5172981,-1.8027264
88,0.88646835,-0.36612767,0.9627567,0.6284906,0.32630095,0.4813254,-0.70851755,0.68446106
89,-0.35131913,-1.2213761,-0.38768739,-0.11731537,0.4314669,-1.4656085,-1.0591674,1.5441794
90,1.3569964,-1.0709959,0.015259534,0.19282693,-0.036405772,-1.3876959,-0.5450205,-0.96934396
91,1.2713121,-1.6577579,1.4100852,1.2212156,-0.06350147,-0.1467845,0.8181093,1.4343864
92,-0.73833084,0.121656194,2.5471776,0.6805078,0.20243415,-0.5127165,0.6509075,1.0323669
93,1.1070817,1.7015,-0.4901119,-0.03997024,1.1473372,-0.8300405,0.07505106,0.33923808
94,0.24842978,-0.51897305,2.2457366,0.6145078,-0.17635289,1.1506035,-0.87632155,-0.4838847
95,0.09052627,-0.73265463,-0.72126985,0.77393854,1.648096,0.49386916,-0.19346017,0.044415846
96,0.116718054,0.0031405091,-0.9595388,-0.49618468,1.5801455,-0.5040272,-1.1743523,1.7910526
97,-0.04622905,-2.2084877,-1.5943882,0.26701444,0.9045159,-0.8976263,-1.3091556,1.630012
98,-0.35965538,-0.32263753,-0.11680391,-0.5199281,-0.88902646,0.4748797,-1.5765718,0.8906474
99,-0.13533187,0.72066724,0.39290673,-0.2719186,1.0112892,0.9690803,-0.78214043,-0.445565
100,1.186518,0.76165843,-0.8191043,-1.3176947,0.11080576,-0.023416737,-0.42754477,-0.41270626
101,-0.49477178,0.4450658,-0.02841705,1.0992079,-0.86593246,-0.5869626,0.016876325,0.75063163
102,-0.20137048,1.2980279,-1.0392088,-0.049602713,2.6753948,0.66484785,-1.2146945,0.4740824
103,-0.11201978,-0.10170406,-0.07274035,0.07187949,-0.9859435,0.46382058,-1.0474701,-0.160707
104,-1.4341831,1.4104062,-1.6455709,0.6402618,-0.2596404,0.314425,1.1245779,1.6575663
105,-1.1200815,-0.5286671,-0.3083086,-1.2699411,-1.43119,-0.037800465,-0.27030766,-0.31190017
106,-1.4666537,1.6098651,0.051021297,-0.18325973,0.29618543,-0.4186032,-0.6785143,-0.5835075
107,1.00035,-0.5712724,-0.80157113,-0.041746683,1.0310059,-0.41470477,0.56017137,-0.6007571
108,-2.0437143,0.719135,0.32654846,-0.35187548,1.2632607,-0.65835613,0.21736068,0.05168238
109,2.1671336,-1.3551631,-1.692592,0.43850634,1.103009,-0.7309327,-1.7298652,0.24304026
110,0.77403796,-0.6417464,-1.531658,0.49008116,0.26839983,-0.15285489,1.2035161,0.06243085
111,0.6663811,-0.29519904,-0.05854246,0.40131155,0.0295486,-0.7913046,-1.3405926,-0.42514676
112,0.736603,-0.734853,0.12532932,1.283199,0.31983793,0.16108602,0.6315307,0.018713795
113,1.2949244,1.0738028,-0.45260638,-1.635837,0.19048893,0.99430335,-0.14970055,0.7265722
114,-0.54664326,0.041370515,-1.0157037,-1.3332446,0.057619154,-1.0522377,-0.03278126,0.8925092
115,0.37790787,-1.1636423,1.1379484,1.5038375,0.24179345,0.16392596,0.17512664,-0.77425385
116,-1.3961766,-0.7075273,-1.1548401,-0.8938289,-0.37600204,-1.1023719,-1.4114989,-0.46394855
117,0.0667167,0.28037542,-0.78316283,-0.3116254,-0.4021593,-0.7923058,0.05378045,-0.4729105
118,0.83429146,2.0601573,-0.38165098,-1.0598993,-0.95291656,1.3222885,1.6729618,1.9820348
119,1.7797378,1.4111886,0.033093657,0.0338626,-0.008826755,-0.40019077,-0.8847486,0.1268582
120,-1.0177951,-0.3342981,-0.5173354,-1.443527,-1.2524816,0.06565937,0.08268331,0.6491286
121,0.8841996,-1.869788,-0.36690965,-0.07462331,-0.33393648,0.77558297,1.8335627,1.9526322
122,2.6476328,1.5838387,-0.10979114,-1.5353652,0.29475418,0.019743804,0.08170358,-2.691078
123,0.40102303,-0.5777364,-0.5677448,-1.539947,-1.2428333,0.018428454,-0.5744693,0.85694474
124,0.9848212,-0.25139946,0.015458602,-0.40320337,-0.23634475,-1.0412434,1.1040667,1.7576058
125,-0.25262508,1.595484,0.1632519,0.11295325,0.2527687,-0.5442335,-1.0302643,-0.4290953
126,-1.8701757,-1.7369881,0.24739115,-1.6234757,1.1534395,-1.5920691,0.67258453,-1.0776249
127,1.9414591,-2.337289,0.20016097,-0.6334524,-0.03177061,0.16565132,0.41624507,-0.13863222
128,0.74882126,-0.58878094,-1.7207162,-0.2937629,1.6581634,-0.12537865,-0.17554586,-0.8160429
129,1.64396,-0.4214256,0.46035817,0.39943075,-0.6194772,0.18647914,-1.201617,0.115275376
130,0.017879605,-1.3726332,2.1029568,-0.61230993,-1.3203257,-0.93347317,0.30607092,0.06572501
131,1.9564757,0.4516544,-0.18099521,-1.2400993,-0.31895885,0.87629914,-0.17984986,-1.0009248
132,0.56000257,-0.5270184,0.647038,1.0317334,2.1964943,0.11241948,0.28403878,2.1512883
133,1.0469078,0.3137329,-0.49286544,0.3793526,-0.9784167,-0.40850535,0.0628434,0.2098193
134,-0.2982955,1.505795,0.9224166,-0.3936585,0.1775962,0.04356814,1.0791726,1.9088633
135,-0.34656608,-0.15709744,-0.41553646,-0.32935774,0.31689537,0.07445097,0.36260453,-1.4872414
136,0.7576232,-1.7723631,-0.6473166,0.41554353,1.3016696,-0.27298862,-1.6327524,-0.26060492
137,0.6617363,-0.762989,0.3580807,-0.101233035,0.45151561,1.5028743,-0.9495001,-0.60252756
138,0.041253813,0.011935033,-0.8906158,-0.23245741,-1.3012679,0.50831944,-2.1959136,-0.9689827
139,0.2830183,-0.78616625,0.7620593,-1.3714399,0.68593615,-0.89230794,0.2975974,-2.6779861
140,-0.24179424,0.8698254,-0.5628535,-0.2847786,-1.1170658,-3.2221792,-0.64283866,0.310046
141,1.5114086,-1.8408179,1.2591894,-0.5504484,-0.94331974,-1.0486926,-1.5842386,-0.2735334
142,-0.23702924,-0.42925927,-0.81948096,-1.1965543,-0.74435335,-0.38466066,-0.74821335,1.03244
143,-0.12063478,-0.9922775,1.5316079,-0.7526635,-0.7978705,0.16785663,-0.28700235,0.80424297
144,-0.3017179,0.4499509,-0.7914705,1.3127495,-0.9619929,0.46486998,1.2809658,-2.3989487
145,0.7556472,-0.9766296,-0.6223592,0.66597605,1.3621625,-0.5208386,-0.1272879,0.7797305
146,0.785564,-0.5323839,-0.025660478,1.4877725,-0.28776672,0.20338348,-0.29961848,-1.0814586
147,0.25497332,-0.98462224,-0.58901155,0.21446478,2.1109285,0.07095155,-0.34740958,0.8246331
148,-0.14176488,0.39686614,0.85367334,-0.863133,-0.7782362,1.4077891,-1.6033914,1.0296242
149,-0.62146765,0.4674973,-1.8354688,-0.5348538,-1.2355623,-1.4334208,-0.77602935,-0.48709863
150,-0.1394499,-1.1412156,0.06741615,-1.9841084,-1.3292866,0.4002017,-0.48644325,1.5097084
151,0.6135984,-2.2369506,-0.37548757,-1.1097845,-0.2457686,-0.48706713,0.44590226,-1.3535084
152,0.38186806,0.36637232,-1.2555797,1.0448899,0.52911484,0.072616905,0.77417964,-0.47744122
153,0.85636663,1.461215,-0.61866033,1.067183,2.0781863,0.6517006,-2.6622062,0.35279047
154,-1.2611884,-0.45043355,-0.6990634,0.9864699,-1.098645,-1.3078862,-0.79856795,-0.022792995
155,-0.7189982,-0.64872503,-1.6102525,-0.35445857,-0.83606243,0.42981553,0.21947345,-0.6407931
156,-1.1630038,-1.3800226,1.0741013,-0.054124042,-0.7144724,1.3692951,-1.0195817,-0.3597
157,0.18711147,2.8530302,0.34381497,0.19548972,0.044890158,0.34764856,-0.61294526,-1.2715719
158,-0.0786272,0.8821512,0.48972493,0.4155013,0.024198994,-0.27853438,1.1668037,-0.018008225
159,-1.26856,-1.1572055,-1.3176708,0.58769566,0.3705632,0.7250778,1.7667291,-1.1019281
160,0.5740059,0.08901579,0.20647548,0.8213247,-0.4344374,1.2278721,-0.69877875,-0.39320308
161,-0.8048948,-1.0591727,-0.5160982,-1.2620765,0.75143975,0.32088622,0.17811313,-1.5962404
162,-0.05748017,-0.7452172,0.10967384,-2.7353246,0.8503438,-1.3724116,1.778718,-0.70565146
163,-0.47830087,1.2136866,1.1646498,0.18606696,1.8653998,-0.48392853,-0.6271589,-1.1052234
164,-1.0083802,-2.627045,-0.91083646,-0.2220975,-0.014980763,1.0549355,-2.338071,-0.31463724
165,0.25326514,0.6796491,1.2709421,0.37416583,0.17589,1.8827997,-0.35667193,-0.66743404
166,2.0834632,1.461899,0.42072317,0.11670108,1.207675,0.3393644,0.29084674,0.70435554
167,-0.7187442,0.14427073,-0.41577995,0.20935129,0.6776646,-1.0049145,-0.21684971,0.8789564
168,-1.0154442,0.16021092,0.49224764,-0.4446921,1.3461641,-1.7760743,-0.055850767,-0.018752515
169,0.7806915,-0.9533297,1.0534699,-0.2588739,-0.57639056,-0.1259186,0.6614391,-1.2353142
170,-0.1589988,1.3654182,0.73404247,-0.73322165,0.9590907,0.5317671,0.4466101,-0.085018255
171,0.48778817,-0.6657203,0.4182222,0.7096004,0.34941208,0.6115143,0.34454384,-0.26918527
172,0.38412368,-0.24079283,0.3530847,-0.37844896,-0.831077,-0.101955175,-0.11552984,-0.7054942
173,-0.2015665,0.7524634,-0.885906,1.2780159,-1.5530481,0.25811937,0.10468995,0.44771975
174,1.8874193,-0.66340095,-0.25743037,-1.0673493,0.0076901168,-0.51343226,0.10770315,-0.14841528
175,0.563815,-0.7209357,2.1695852,-0.35257643,-0.019208416,0.31017038,1.5130268,0.48691982
176,-0.836833,0.07596685,1.3651593,5.6304038e-05,0.71166664,1.7806102,0.41453004,0.6190853
177,0.097605936,-0.980352,-1.1707147,0.0275779,-1.0585376,1.2496321,0.15922779,0.2564943
178,1.5779998,-0.5143126,-0.22608152,-1.1843396,0.7308664,2.062503,0.6748994,0.44057307
179,1.3049325,-1.9532974,0.54226375,1.1081318,0.11190409,-1.1038033,0.33463523,-1.0452783
180,1.6718321,-0.692082,-0.0707301,-0.40456805,-0.0031737909,-0.57586366,-0.22806352,-1.0620495
181,0.29655588,1.2041668,-0.9292041,0.10539239,1.2928915,-1.2976168,0.28628,-0.59170556
182,-0.97145647,-0.8291226,0.78128844,0.3664119,1.6334414,0.46684098,-1.8426495,-1.2451277
183,1.013289,-1.2966918,0.1513043,-0.2129833,-0.15191358,-0.20199336,-2.0262403,1.8317676
184,1.14402,-0.58386207,0.09772709,-0.3562336,-0.5628129,0.18615305,2.8533943,1.3642654
185,-0.23716962,0.3172137,-0.05876327,-0.7043478,-1.0114677,-2.0171247,-1.8063543,0.23547596
186,-0.20311968,1.5227597,0.08004423,1.5019469,0.77400637,0.12344291,1.2544861,-2.1543105
187,0.058912307,-0.90374094,0.5083847,0.94311255,0.11904965,1.126973,0.3973612,1.107726
188,-1.0803754,0.42767212,-0.45517564,0.56627727,0.02918864,-0.19444238,1.2171285,0.600737
189,2.1475072,-0.802899,1.9803425,0.6148415,0.8472253,-0.08921167,0.20570517,0.34196
190,-0.12458742,0.86542714,-0.49080855,0.63048494,-0.31290314,0.8499157,-1.7814173,0.96615475
191,0.1462917,-0.12525766,-0.2673183,0.8723671,-0.41238314,-0.6607379,2.4502285,-0.8542176
192,1.2962723,0.63240933,-0.32358754,0.27202126,0.33382854,0.062046498,-0.6109528,0.39866874
193,2.241024,-0.44790083,-0.9463419,-0.6806094,-1.3929396,-0.63254327,-0.18732652,-1.1198516
194,0.5811296,-0.09267201,0.53598773,1.00398,1.2104149,1.517057,0.7006506,1.4648405
195,1.0861635,-0.10028894,-0.22736323,-0.8009705,0.25210235,0.13395132,-0.8214737,-0.5713872
196,-0.6822321,-0.29729208,-0.16573843,-0.14195564,0.5683894,1.1391985,-1.4049901,-0.4013533
197,1.136423,-0.6917536,0.16629876,-0.62473786,0.7640556,1.7978555,-1.1221074,0.79254717
198,0.87561834,0.3386158,0.8709083,-0.33336312,0.0043991283,-0.770572,0.9667373,1.4027145
199,1.5925403,-1.5340114,0.7555742,-0.23188332,-0.39673823,1.7469078,1.6257854,1.5024178
200,-0.31032968,0.17895243,0.4473208,-0.47890145,0.36046952,-0.56445205,1.0541329,0.26031756
201,-1.4574293,-0.24064215,-2.4837954,-0.9804692,-1.2275242,0.2594572,1.2683018,0.8325145
202,-0.37313712,1.8178893,0.5415073,0.36067998,-1.4440751,1.2659218,1.1097119,1.0122573
203,-0.7917012,1.115466,0.71555877,0.9852071,0.85113084,1.0210849,0.6690772,-1.431298
204,-1.1240414,-0.46216238,0.40242943,2.2072928,-0.7015471,-1.0071127,-0.7883385,-0.5958304
205,0.83412546,1.5310882,-0.01926538,-0.96943444,-0.62606317,-1.1448991,-1.3654349,0.40181237
206,0.9099072,-1.7671292,-1.2572579,-1.0180649,0.40687123,-0.56687516,0.13844357,-1.5549014
207,-1.0641764,0.7260031,-0.36799476,0.21356267,0.65472394,-1.2853053,1.5497276,-1.927508
208,1.5260729,0.30259928,0.37031564,2.111299,1.2475051,0.47549778,1.9089489,-0.06618996
209,-0.013995275,0.3785023,-2.3498325,0.45922905,-0.21221879,-0.2577961,0.24919596,-0.1303362
210,-1.7278309,0.08840975,-0.4143695,0.48726824,0.2371363,-0.7234432,-1.9607129,0.48244616
211,-0.96312326,0.8020175,-0.12749332,-1.458639,0.2036381,-0.67505306,0.53853685,-0.09817521
212,-0.64631367,-1.722522,1.0520164,-1.8685181,0.066008456,-0.8486275,0.94091386,-0.47004578
213,0.6374423,-0.24659903,0.06273636,0.2599178,-0.3344624,0.9261152,-1.2604933,-0.5333768
214,-0.50367975,0.058612145,-1.3838589,-0.8138117,0.4505823,0.260939,1.2245239,-0.46396446
215,-1.4981844,0.33381468,-0.803515,-0.526005,-0.26385465,1.1178304,-0.2854875,-0.96235543
216,-0.25848043,-0.1495046,-0.3876183,0.5511797,-0.63547593,0.25417393,-0.5270944,-1.2613719
217,0.12994643,1.6344583,0.8290738,0.08022722,1.6245213,0.76311743,0.06812848,-0.85319686
218,0.8966963,-1.2686945,-1.2467098,-0.5087143,1.1658256,1.411659,-0.75947326,-0.5448237
219,-0.09207106,-0.48875305,-0.40953207,0.9413263,0.10231933,-0.5949849,-0.3335732,0.49694416
220,-0.26762807,0.95376986,-2.6633692,-0.15769815,0.7910007,-1.4481322,0.16358373,2.441083
221,0.23263723,0.63385636,-1.1115386,-1.5754647,1.3838925,-0.61019915,0.255208,-0.48170802
222,1.5420984,0.6028918,-0.46492785,0.8636058,0.4530296,-0.40092936,-1.5369265,-0.89355034
223,0.7338637,-0.48174953,-0.86124164,-0.9656888,1.5794364,-1.1465153,0.24357048,-0.42817122
224,0.97913194,0.2978456,0.41079265,-0.5735463,-0.94662535,0.85830843,0.17886472,2.1103408
225,-0.9535688,-1.1259314,0.5548328,0.64268774,-0.8239242,1.1718303,0.2664333,0.6867015
226,-0.27897137,0.8926977,-0.87764853,0.8321034,2.0654147,-1.1768895,0.028072812,-0.16741925
227,1.1155169,-0.62540305,-0.78004634,1.9720371,-0.034338772,-1.3140836,-0.43094495,0.13630289
228,-2.2238717,0.866481,-0.9666794,0.2381315,-1.0511494,-0.04593999,-1.3944162,-0.095281914
229,2.134433,0.90206915,0.9730713,-1.1703821,0.04393792,-3.0917816,1.5992421,1.574913
230,-1.1456692,-0.2770619,-0.14196849,-0.7338188,2.125931,-1.8417355,-0.81619275,1.6676663
231,1.4875964,-0.4271825,-0.33022287,-1.5151371,-0.823558,0.3320011,-0.63685983,0.18548171
232,1.5278392,-1.3000431,-1.00006,-0.098376445,-1.274545,1.5719157,-0.3944352,1.2468122
233,0.6897467,-1.2630868,-1.050208,-0.60021055,-0.9680356,0.30426598,-0.9792996,-0.72847784
234,1.7358859,-1.4854332,-0.34841323,-1.0098981,0.37558573,-0.94540554,-1.2695804,-0.51214
235,0.08026803,-1.2386962,1.068157,0.3227263,-0.8495578,0.11797978,0.19673555,1.3043453
236,0.6167242,-1.5538793,-0.7577015,1.5350466,-1.8257935,0.4257118,0.18697399,0.15238982
237,1.9458269,-0.68586737,1.0031676,-0.497571,0.7840536,-0.60005224,-0.43407184,0.54015857
238,1.2398367,-0.06395224,-1.8828696,-1.2222035,-0.24129876,-0.2534383,1.2686118,-0.61451805
239,-1.6088316,0.61313206,-0.6865489,-0.89297044,-0.05319141,0.77039856,0.39836213,0.37861186
240,0.7901212,-0.6940822,0.5414418,-0.11911458,-0.12542698,0.16561761,-1.2805383,0.43413594
241,0.4600259,-0.790113,0.2215325,0.43358782,0.98438495,-3.0325336,0.03452984,2.123116
242,0.6619562,0.5280092,-0.07863764,-0.13319254,-0.036039375,0.29753712,-0.65265596,-1.3088864
243,-0.094095245,0.70383894,-0.016965646,-2.655542,1.0786976,-1.7540071,1.9957813,0.7334301
244,0.013485037,-0.8020103,0.46256015,-0.29021844,0.33419922,-0.5454129,1.768199,-0.87282383
245,1.6293579,-0.8145708,1.4577429,0.19133005,0.6341139,-0.12422142,1.0363295,-0.100362465
246,0.059027955,-0.24433985,-1.2100228,1.4128292,0.46769714,1.4574722,-0.057646103,-1.0473067
247,0.9495605,0.63015604,0.34696537,-0.54954386,-0.22728951,0.22837606,-0.248823,-1.3934748
248,-0.004468441,0.32155612,-0.5934601,-1.3516297,-0.2613582,0.30816227,1.5412861,-0.14468475
249,1.4610069,-0.3680061,0.290301,-0.08069838,2.387185,1.2438834,-0.46140057,-0.5866594
250,0.7140176,-0.45749032,0.038267925,-0.12452447,0.022520266,0.11260467,0.70051426,0.43568176
251,-3.336409,-2.026105,-0.36522096,0.3766044,-0.91522247,0.10540176,0.6518852,-1.0845447
252,0.041707344,-0.5369808,-0.014452059,0.77475876,0.3114076,-0.7809518,1.4355116,-1.0673264
253,1.2482469,1.6039577,0.7354739,0.48389933,-1.2290394,0.30492464,0.516649,0.611461
254,0.43080622,-0.58025163,-0.38657096,-0.9916788,0.08434264,-0.7978027,-1.1918707,-0.93072104
255,0.19616343,-0.63962066,1.1250153,-0.030741133,2.037147,-0.3305979,0.4909627,-0.69605863
256,1.196544,-0.21415818,-1.5376312,-1.3101933,0.42793608,-0.7423994,1.5573484,0.044416774
257,-0.23109952,0.2922307,-1.1572453,0.3500347,-0.19797206,1.0434768,-0.89931357,-1.049322
258,0.77659184,-2.1462648,-0.0620883,-0.11427833,-0.28792658,0.26242688,-0.030208055,-0.9534368
259,0.66340566,-1.09132,0.18061021,1.5002017,-1.7189476,0.2509375,0.70300984,-1.2659911
260,1.4098226,0.8095198,1.3207809,-0.6317627,1.8781486,-1.7665746,0.055865932,0.43555996
